"","year","chamber","District","Dem","Repub","incumbency","incumbentparty","dummyparty"
"1034",2002,"HS",45,40341,0,1,1,1
"1035",2006,"HS",45,45106,9082,0,0,0
"1036",2008,"HS",45,70869,15506,1,1,0
"1037",2010,"HS",45,53745,10724,0,0,0
"1038",2012,"HS",45,100422,57996,1,1,0
"1039",2014,"HS",45,45087,359,0,0,0
"1040",1974,"HS",46,31641,17272,1,1,0
"1041",1976,"HS",46,36871,19616,1,1,0
"1042",1980,"HS",46,0,15153,0,0,-1
"1043",1982,"HS",46,32462,0,1,1,1
"1044",1984,"HS",46,32848,12957,1,1,0
"1045",1988,"HS",46,31509,12261,1,1,0
"1046",1990,"HS",46,20454,7383,1,1,0
"1047",1992,"HS",46,21429,6368,0,0,0
"1048",1994,"HS",46,16264,0,1,1,1
"1049",1998,"HS",46,21654,5137,0,0,0
"1050",2002,"HS",46,27227,4317,0,0,0
"1051",2008,"HS",46,51556,9180,0,0,0
"1052",2012,"HS",46,92870,37928,0,0,0
"1053",2014,"HS",46,45839,18164,1,1,0
"1054",1974,"HS",47,31865,5073,1,1,0
"1055",1976,"HS",47,38586,7871,0,0,0
"1056",1982,"HS",47,42305,5514,1,1,0
"1057",1984,"HS",47,45039,6708,1,1,0
"1058",1988,"HS",47,41708,0,1,1,1
"1059",1992,"HS",47,105838,18344,1,1,0
"1060",1994,"HS",47,66884,17754,0,0,0
"1061",1996,"HS",47,86763,0,1,1,1
"1062",1998,"HS",47,0,12666,0,0,-1
"1063",2000,"HS",47,100328,0,1,1,1
"1064",2002,"HS",47,0,13395,0,0,-1
"1065",2004,"HS",47,118495,0,0,0,1
"1066",2008,"HS",47,134003,23642,1,1,0
"1067",2010,"HS",47,93541,0,0,0,1
"1068",2012,"HS",47,53434,0,0,0,1
"1069",2014,"HS",47,36275,32,1,1,0
"1070",1974,"HS",48,31586,7229,1,1,0
"1071",1976,"HS",48,38133,9188,0,0,0
"1072",1984,"HS",48,59507,9884,1,1,0
"1073",1986,"HS",48,42706,0,1,1,1
"1074",1990,"HS",48,25511,0,0,0,1
"1075",1992,"HS",48,55719,4159,1,1,0
"1076",2000,"HS",48,56030,3394,1,1,0
"1077",2002,"HS",48,41280,0,0,0,1
"1078",2004,"HS",48,68289,8333,1,1,0
"1079",2008,"HS",48,75279,0,1,1,1
"1080",2012,"HS",48,74642,50927,1,1,0
"1081",1974,"HS",49,0,16585,0,0,-1
"1082",1984,"HS",49,81117,25600,1,1,0
"1083",1986,"HS",49,0,17983,0,0,-1
"1084",1990,"HS",49,54518,16396,1,1,0
"1085",1992,"HS",49,0,32258,0,0,-1
"1086",1994,"HS",49,40315,0,1,1,1
"1087",1998,"HS",49,43800,0,0,0,1
"1088",2002,"HS",49,37680,18461,0,0,0
"1089",2004,"HS",49,0,23927,0,0,-1
"1090",2006,"HS",49,39326,0,0,0,1
"1091",2008,"HS",49,62418,30511,1,1,0
"1092",2012,"HS",49,64791,50153,0,0,0
"1093",2014,"HS",49,33030,20678,1,1,0
"1094",1976,"HS",50,48121,0,1,1,1
"1095",1980,"HS",50,51598,0,1,1,1
"1096",1982,"HS",50,64251,0,1,1,1
"1097",1984,"HS",50,70716,18237,1,1,0
"1098",1990,"HS",50,44235,0,0,0,1
"1099",1994,"HS",50,0,7064,0,0,-1
"1100",1998,"HS",50,30592,5514,0,0,0
"1101",2002,"HS",50,31281,11499,1,1,0
"1102",2006,"HS",50,39019,11210,1,1,0
"1103",2012,"HS",50,93445,0,0,0,1
"1104",2014,"HS",50,78093,31113,1,1,0
"1105",1974,"HS",51,28142,53185,1,-1,0
"1106",1978,"HS",51,27235,58101,1,-1,0
"1107",1980,"HS",51,0,82876,1,-1,-1
"1108",1982,"HS",51,0,77833,1,-1,-1
"1109",1984,"HS",51,0,93014,1,-1,-1
"1110",1986,"HS",51,30056,0,0,0,1
"1111",1988,"HS",51,47780,0,0,0,1
"1112",1990,"HS",51,0,60580,1,-1,-1
"1113",1992,"HS",51,74904,0,1,1,1
"1114",1998,"HS",51,0,13202,0,0,-1
"1115",2006,"HS",51,0,16241,0,0,-1
"1116",2008,"HS",51,95589,0,1,1,1
"1117",2012,"HS",51,63292,0,0,0,1
"1118",2014,"HS",51,42261,8277,1,1,0
"1119",1976,"HS",52,0,25559,0,0,-1
"1120",1978,"HS",52,27462,33737,1,1,0
"1121",1980,"HS",52,33684,0,0,0,1
"1122",1982,"HS",52,31104,60101,0,0,0
"1123",1984,"HS",52,32189,75946,1,-1,0
"1124",1990,"HS",52,31583,45264,0,0,0
"1125",1998,"HS",52,45742,0,1,1,1
"1126",2004,"HS",52,59923,0,1,1,1
"1127",2006,"HS",52,37959,0,1,1,1
"1128",2008,"HS",52,72895,11700,0,0,0
"1129",2012,"HS",52,66565,34267,1,1,0
"1130",2014,"HS",52,9578,15056,0,0,0
"1131",1974,"HS",53,25489,25843,0,0,0
"1132",1976,"HS",53,28834,0,0,0,1
"1133",1978,"HS",53,22739,29844,1,-1,0
"1134",1980,"HS",53,0,28321,1,-1,-1
"1135",1986,"HS",53,0,29045,0,0,-1
"1136",1988,"HS",53,55317,38935,1,1,0
"1137",1992,"HS",53,95703,0,0,0,1
"1138",1998,"HS",53,75159,48880,0,0,0
"1139",2000,"HS",53,104431,0,1,1,1
"1140",2004,"HS",53,95156,79505,0,0,0
"1141",2006,"HS",53,75491,47534,0,0,0
"1142",2008,"HS",53,127117,61692,1,1,0
"1143",2012,"HS",53,61651,12803,1,1,0
"1144",2014,"HS",53,31823,0,0,0,1
"1145",1976,"HS",54,38874,10796,1,1,0
"1146",1980,"HS",54,40294,0,1,1,1
"1147",1982,"HS",54,50121,0,1,1,1
"1148",1986,"HS",54,34262,0,0,0,1
"1149",1988,"HS",54,48268,45396,1,-1,0
"1150",1992,"HS",54,0,66282,1,-1,-1
"1151",1994,"HS",54,55628,56225,1,1,0
"1152",1996,"HS",54,64695,66421,1,-1,0
"1153",1998,"HS",54,54330,51291,0,0,0
"1154",2000,"HS",54,0,54938,0,0,-1
"1155",2004,"HS",54,0,73701,0,0,-1
"1156",2006,"HS",54,69890,45128,1,1,0
"1157",2008,"HS",54,0,61650,0,0,-1
"1158",2012,"HS",54,143530,28688,1,1,0
"1159",2014,"HS",54,66082,17506,0,0,0
"1160",1976,"HS",55,0,18880,0,0,-1
"1161",1980,"HS",55,0,14400,0,0,-1
"1162",1982,"HS",55,35687,16767,1,1,0
"1163",1984,"HS",55,44505,0,1,1,1
"1164",1986,"HS",55,29753,14183,0,0,0
"1165",1998,"HS",55,0,11434,0,0,-1
"1166",2000,"HS",55,57735,0,0,0,1
"1167",2002,"HS",55,48299,0,1,1,1
"1168",2006,"HS",55,50006,23421,0,0,0
"1169",2014,"HS",55,5232,43737,0,0,0
"1170",1974,"HS",56,16566,0,0,0,1
"1171",1980,"HS",56,24848,0,1,1,1
"1172",1982,"HS",56,23835,4770,0,0,0
"1173",1984,"HS",56,26981,6124,1,1,0
"1174",1986,"HS",56,21170,4079,1,1,0
"1175",1988,"HS",56,26608,0,0,0,1
"1176",1990,"HS",56,1571,0,1,1,1
"1177",1992,"HS",56,61330,0,1,1,1
"1178",1994,"HS",56,43178,0,1,1,1
"1179",1996,"HS",56,54455,0,0,0,1
"1180",1998,"HS",56,48913,0,1,1,1
"1181",2000,"HS",56,73536,47836,1,1,0
"1182",2002,"HS",56,39519,24751,0,0,0
"1183",2006,"HS",56,43666,31991,0,0,0
"1184",2012,"HS",56,66353,34038,1,1,0
"1185",2014,"HS",56,23060,8132,0,0,0
"1186",1974,"HS",57,40356,14571,1,1,0
"1187",1980,"HS",57,41417,23782,1,1,0
"1188",1982,"HS",57,0,19111,0,0,-1
"1189",1984,"HS",57,0,23416,0,0,-1
"1190",1986,"HS",57,0,15829,0,0,-1
"1191",1988,"HS",57,0,20655,0,0,-1
"1192",1990,"HS",57,32024,15653,1,1,0
"1193",1992,"HS",57,0,24824,0,0,-1
"1194",1994,"HS",57,0,18910,0,0,-1
"1195",1996,"HS",57,46841,20370,1,1,0
"1196",1998,"HS",57,40578,15722,1,1,0
"1197",2000,"HS",57,56710,20675,0,0,0
"1198",2002,"HS",57,0,19677,0,0,-1
"1199",2006,"HS",57,44025,25790,0,0,0
"1200",2012,"HS",57,86644,49832,1,1,0
"1201",2014,"HS",57,32284,30397,1,1,0
"1202",1974,"HS",58,0,38922,0,0,-1
"1203",1978,"HS",58,39522,46362,1,1,0
"1204",1982,"HS",58,39596,0,0,0,1
"1205",1984,"HS",58,41603,0,0,0,1
"1206",1986,"HS",58,32324,0,0,0,1
"1207",1988,"HS",58,45763,86096,1,-1,0
"1208",1990,"HS",58,0,57311,0,0,-1
"1209",1992,"HS",58,62426,0,0,0,1
"1210",1994,"HS",58,45078,0,1,1,1
"1211",1996,"HS",58,0,27678,0,0,-1
"1212",1998,"HS",58,52311,20136,0,0,0
"1213",2000,"HS",58,73028,23978,1,1,0
"1214",2006,"HS",58,53879,23766,0,0,0
"1215",2012,"HS",58,91019,35676,0,0,0
"1216",2014,"HS",58,19392,0,1,1,1
"1217",1976,"HS",59,61384,0,1,1,1
"1218",1978,"HS",59,44586,0,1,1,1
"1219",1982,"HS",59,0,24655,0,0,-1
"1220",1984,"HS",59,55869,27339,1,1,0
"1221",1986,"HS",59,46558,18881,1,1,0
"1222",1990,"HS",59,34650,0,0,0,1
"1223",1996,"HS",59,51551,72438,0,0,0
"1224",2002,"HS",59,37788,65439,1,-1,0
"1225",2004,"HS",59,64375,0,0,0,1
"1226",2006,"HS",59,0,67499,0,0,-1
"1227",2008,"HS",59,73011,0,0,0,1
"1228",2010,"HS",59,52928,82475,0,0,0
"1229",2012,"HS",59,40519,0,0,0,1
"1230",2014,"HS",59,12404,0,1,1,1
"1231",1976,"HS",60,37907,17358,1,1,0
"1232",1978,"HS",60,0,14768,0,0,-1
"1233",1982,"HS",60,40411,0,1,1,1
"1234",1984,"HS",60,44824,21774,1,1,0
"1235",1986,"HS",60,0,23504,0,0,-1
"1236",1988,"HS",60,44187,0,1,1,1
"1237",1990,"HS",60,25408,16127,1,1,0
"1238",1992,"HS",60,0,67397,1,-1,-1
"1239",1994,"HS",60,0,57692,1,-1,-1
"1240",1996,"HS",60,50664,56462,0,0,0
"1241",1998,"HS",60,0,47333,0,0,-1
"1242",2000,"HS",60,0,71113,1,-1,-1
"1243",2002,"HS",60,27964,62260,1,-1,0
"1244",2006,"HS",60,32090,74721,1,-1,0
"1245",2010,"HS",60,44405,83354,1,-1,0
"1246",1974,"HS",61,29694,0,0,0,1
"1247",1976,"HS",61,0,58231,1,-1,-1
"1248",1978,"HS",61,0,59396,0,0,-1
"1249",1980,"HS",61,21225,0,0,0,1
"1250",1984,"HS",61,0,85270,1,-1,-1
"1251",1986,"HS",61,24430,0,0,0,1
"1252",1988,"HS",61,0,84898,0,0,-1
"1253",1990,"HS",61,0,61421,1,-1,-1
"1254",1992,"HS",61,32740,0,0,0,1
"1255",1994,"HS",61,23653,42209,1,-1,0
"1256",1996,"HS",61,32445,0,0,0,1
"1257",2000,"HS",61,51335,0,0,0,1
"1258",2004,"HS",61,58120,33281,1,1,0
"1259",2008,"HS",61,0,33284,0,0,-1
"1260",2012,"HS",61,76774,49003,0,0,0
"1261",2014,"HS",61,47791,36915,1,1,0
"1262",1976,"HS",62,44798,52211,1,-1,0
"1263",1978,"HS",62,39417,44653,1,-1,0
"1264",1984,"HS",62,30854,0,0,0,1
"1265",1988,"HS",62,35843,0,0,0,1
"1266",1990,"HS",62,31060,55469,1,-1,0
"1267",1992,"HS",62,0,30750,0,0,-1
"1268",1996,"HS",62,47064,26148,1,1,0
"1269",2000,"HS",62,0,24628,0,0,-1
"1270",2004,"HS",62,51407,28210,0,0,0
"1271",2008,"HS",62,78003,0,1,1,1
"1272",2012,"HS",62,98047,0,1,1,1
"1273",2014,"HS",62,21587,7357,0,0,0
"1274",1974,"HS",63,0,34229,0,0,-1
"1275",1978,"HS",63,51325,0,1,1,1
"1276",1980,"HS",63,0,23786,0,0,-1
"1277",1988,"HS",63,48611,48391,1,-1,0
"1278",1992,"HS",63,42860,0,0,0,1
"1279",1994,"HS",63,35217,73208,1,-1,0
"1280",1998,"HS",63,0,67563,1,-1,-1
"1281",2000,"HS",63,51548,0,0,0,1
"1282",2002,"HS",63,31759,49480,0,0,0
"1283",2004,"HS",63,0,83719,0,0,-1
"1284",2006,"HS",63,39655,59340,1,-1,0
"1285",2010,"HS",63,52653,72866,0,0,0
"1286",2012,"HS",63,76258,26093,0,0,0
"1287",2014,"HS",63,12089,6597,1,1,0
"1288",1974,"HS",64,31340,42494,0,0,0
"1289",1976,"HS",64,44168,0,0,0,1
"1290",1980,"HS",64,27183,74267,1,-1,0
"1291",1990,"HS",64,29203,56646,1,-1,0
"1292",1992,"HS",64,0,56298,0,0,-1
"1293",1994,"HS",64,24606,0,0,0,1
"1294",2002,"HS",64,32118,55351,0,0,0
"1295",2004,"HS",64,61120,96606,1,-1,0
"1296",2006,"HS",64,42314,66501,1,-1,0
"1297",2008,"HS",64,0,124414,0,0,-1
"1298",2010,"HS",64,56574,75737,1,-1,0
"1299",2014,"HS",64,32115,0,0,0,1
"1300",1974,"HS",65,27676,0,0,0,1
"1301",1976,"HS",65,47021,27385,1,1,0
"1302",1978,"HS",65,39435,27287,1,1,0
"1303",1980,"HS",65,43909,0,0,0,1
"1304",1988,"HS",65,0,85982,1,-1,-1
"1305",1990,"HS",65,38358,57331,0,0,0
"1306",1992,"HS",65,50768,0,0,0,1
"1307",1998,"HS",65,0,56523,1,-1,-1
"1308",2002,"HS",65,32749,56598,0,0,0
"1309",2004,"HS",65,58454,93676,1,-1,0
"1310",2006,"HS",65,41906,0,0,0,1
"1311",2008,"HS",65,82305,93566,1,-1,0
"1312",2010,"HS",65,57212,78475,1,-1,0
"1313",2014,"HS",65,53100,63969,1,1,0
"1314",1974,"HS",66,36275,14060,0,0,0
"1315",1976,"HS",66,45078,23693,1,1,0
"1316",1978,"HS",66,41475,22047,1,1,0
"1317",1980,"HS",66,0,32027,0,0,-1
"1318",1982,"HS",66,41289,38741,1,1,0
"1319",1984,"HS",66,0,39935,0,0,-1
"1320",1986,"HS",66,44824,24358,1,1,0
"1321",1994,"HS",66,0,79814,0,0,-1
"1322",1996,"HS",66,0,91676,1,-1,-1
"1323",1998,"HS",66,48949,78961,1,-1,0
"1324",2000,"HS",66,0,112328,0,0,-1
"1325",2002,"HS",66,25930,55205,0,0,0
"1326",2004,"HS",66,53481,0,0,0,1
"1327",2008,"HS",66,69040,95093,1,-1,0
"1328",2010,"HS",66,44134,81176,1,-1,0
"1329",2014,"HS",66,84134,85397,1,1,0
"1330",1974,"HS",67,0,47053,1,-1,-1
"1331",1980,"HS",67,36813,0,0,0,1
"1332",1984,"HS",67,28035,0,0,0,1
"1333",1988,"HS",67,33924,99064,1,-1,0
"1334",1990,"HS",67,33821,68861,1,-1,0
"1335",1992,"HS",67,0,95444,1,-1,-1
"1336",1994,"HS",67,33871,93381,1,-1,0
"1337",1996,"HS",67,54085,80013,0,0,0
"1338",1998,"HS",67,43372,0,0,0,1
"1339",2000,"HS",67,46202,0,0,0,1
"1340",2002,"HS",67,31593,69420,1,-1,0
"1341",2004,"HS",67,0,107847,1,-1,-1
"1342",2008,"HS",67,65622,108502,1,-1,0
"1343",2010,"HS",67,46435,91108,1,-1,0
"1344",2012,"HS",67,0,67232,0,0,-1
"1345",2014,"HS",67,24444,86286,1,-1,0
"1346",1978,"HS",68,45757,35576,1,1,0
"1347",1980,"HS",68,0,37744,0,0,-1
"1348",1982,"HS",68,44945,38659,0,0,0
"1349",1984,"HS",68,59504,53786,1,1,0
"1350",1986,"HS",68,0,42301,0,0,-1
"1351",1992,"HS",68,46222,61615,0,0,0
"1352",1994,"HS",68,29858,51398,1,-1,0
"1353",1996,"HS",68,39754,56493,1,-1,0
"1354",2002,"HS",68,23721,0,0,0,1
"1355",2004,"HS",68,50453,78606,0,0,0
"1356",2008,"HS",68,61239,72034,1,-1,0
"1357",2010,"HS",68,46269,57016,0,0,0
"1358",2012,"HS",68,67448,104706,1,-1,0
"1359",2014,"HS",68,46046,101668,1,-1,0
"1360",1974,"HS",69,36017,0,0,0,1
"1361",1976,"HS",69,37524,63182,0,0,0
"1362",1980,"HS",69,32204,69244,1,-1,0
"1363",1986,"HS",69,30091,70377,1,-1,0
"1364",1988,"HS",69,40312,95928,1,-1,0
"1365",1990,"HS",69,37458,64384,1,-1,0
"1366",1992,"HS",69,32700,0,1,1,1
"1367",1994,"HS",69,18315,0,0,0,1
"1368",1996,"HS",69,24452,0,0,0,1
"1369",1998,"HS",69,22664,18323,1,-1,0
"1370",2000,"HS",69,0,17323,0,0,-1
"1371",2002,"HS",69,25392,13487,1,1,0
"1372",2004,"HS",69,38516,0,0,0,1
"1373",2006,"HS",69,28339,14854,0,0,0
"1374",1974,"HS",70,0,54668,0,0,-1
"1375",1976,"HS",70,38206,0,0,0,1
"1376",1980,"HS",70,30319,0,0,0,1
"1377",1986,"HS",70,34265,89731,1,-1,0
"1378",1988,"HS",70,51773,124329,1,-1,0
"1379",1990,"HS",70,50418,92531,1,-1,0
"1380",1992,"HS",70,0,93865,1,-1,-1
"1381",2000,"HS",70,54349,0,0,0,1
"1382",2002,"HS",70,0,73880,1,-1,-1
"1383",2004,"HS",70,0,112844,0,0,-1
"1384",2008,"HS",70,83709,114556,1,-1,0
"1385",2010,"HS",70,58208,0,0,0,1
"1386",2014,"HS",70,70927,45122,0,0,0
"1387",1974,"HS",71,37060,0,0,0,1
"1388",1976,"HS",71,47238,47202,0,0,0
"1389",1978,"HS",71,42471,33342,1,1,0
"1390",1980,"HS",71,0,46559,0,0,-1
"1391",1982,"HS",71,0,48103,0,0,-1
"1392",1986,"HS",71,29711,0,0,0,1
"1393",1988,"HS",71,34000,76700,1,-1,0
"1394",1990,"HS",71,31935,48923,1,-1,0
"1395",1992,"HS",71,60279,97714,0,0,0
"1396",1998,"HS",71,0,89193,1,-1,-1
"1397",2002,"HS",71,25770,69764,0,0,0
"1398",2004,"HS",71,54041,120657,1,-1,0
"1399",2012,"HS",71,62330,106663,1,-1,0
"1400",2014,"HS",71,109,104343,1,-1,-1
"1401",1974,"HS",72,0,23084,0,0,-1
"1402",1976,"HS",72,0,29380,0,0,-1
"1403",1978,"HS",72,38841,23620,1,1,0
"1404",1984,"HS",72,37112,36856,1,1,0
"1405",1988,"HS",72,33194,34037,0,0,0
"1406",1992,"HS",72,45934,0,0,0,1
"1407",1994,"HS",72,0,77951,1,-1,-1
"1408",1996,"HS",72,0,103800,0,0,-1
"1409",1998,"HS",72,31320,0,0,0,1
"1410",2000,"HS",72,0,94687,0,0,-1
"1411",2002,"HS",72,22236,0,0,0,1
"1412",2004,"HS",72,41528,0,0,0,1
"1413",2006,"HS",72,0,55664,0,0,-1
"1414",2010,"HS",72,0,68751,0,0,-1
"1415",2012,"HS",72,0,79110,0,0,-1
"1416",2014,"HS",72,11556,36677,1,-1,0
"1417",1974,"HS",73,47344,48964,1,-1,0
"1418",1978,"HS",73,0,47253,0,0,-1
"1419",1980,"HS",73,68572,72775,1,1,0
"1420",1982,"HS",73,37196,66241,1,-1,0
"1421",1988,"HS",73,45930,0,0,0,1
"1422",1990,"HS",73,54716,70161,1,-1,0
"1423",1994,"HS",73,31588,74761,1,-1,0
"1424",1996,"HS",73,36775,0,0,0,1
"1425",2000,"HS",73,40784,93035,1,-1,0
"1426",2002,"HS",73,0,64271,1,-1,-1
"1427",2004,"HS",73,0,100328,0,0,-1
"1428",2006,"HS",73,0,75600,1,-1,-1
"1429",2008,"HS",73,0,87905,0,0,-1
"1430",2010,"HS",73,49846,81164,1,-1,0
"1431",2012,"HS",73,72196,130030,1,-1,0
"1432",2014,"HS",73,36292,85136,0,0,0
"1433",1974,"HS",74,37735,70418,1,-1,0
"1434",1976,"HS",74,61720,0,0,0,1
"1435",1978,"HS",74,35476,101622,0,0,0
"1436",1980,"HS",74,33590,0,0,0,1
"1437",1988,"HS",74,0,101958,1,-1,-1
"1438",1990,"HS",74,38386,69856,1,-1,0
"1439",1994,"HS",74,38465,71715,0,0,0
"1440",1996,"HS",74,0,79942,1,-1,-1
"1441",2000,"HS",74,51213,86384,0,0,0
"1442",2002,"HS",74,36315,0,0,0,1
"1443",2004,"HS",74,68180,0,0,0,1
"1444",2006,"HS",74,52747,72980,0,0,0
"1445",2008,"HS",74,72126,0,0,0,1
"1446",2010,"HS",74,56033,0,0,0,1
"1447",2012,"HS",74,84520,110190,1,-1,0
"1448",2014,"HS",74,9310,64138,0,0,0
"1449",1976,"HS",75,63218,47825,1,1,0
"1450",1978,"HS",75,42191,57449,1,1,0
"1451",1980,"HS",75,0,88884,1,-1,-1
"1452",1988,"HS",75,47914,106097,1,-1,0
"1453",1992,"HS",75,0,100858,0,0,-1
"1454",1994,"HS",75,31145,91109,1,-1,0
"1455",1996,"HS",75,35805,0,0,0,1
"1456",2000,"HS",75,50005,0,0,0,1
"1457",2002,"HS",75,0,64452,0,0,-1
"1458",2004,"HS",75,0,108728,1,-1,-1
"1459",2006,"HS",75,52881,0,0,0,1
"1460",2008,"HS",75,0,98758,0,0,-1
"1461",2010,"HS",75,0,92430,1,-1,-1
"1462",2012,"HS",75,58783,98686,0,0,0
"1463",2014,"HS",75,6036,51263,1,-1,0
"1464",1974,"HS",76,40600,78613,0,0,0
"1465",1978,"HS",76,50491,103208,0,0,0
"1466",1980,"HS",76,48651,0,0,0,1
"1467",1986,"HS",76,0,79687,1,-1,-1
"1468",1988,"HS",76,45198,0,0,0,1
"1469",1990,"HS",76,39304,0,0,0,1
"1470",1996,"HS",76,0,59128,0,0,-1
"1471",1998,"HS",76,0,34143,0,0,-1
"1472",2000,"HS",76,0,47295,0,0,-1
"1473",2002,"HS",76,63682,0,1,1,1
"1474",2004,"HS",76,93601,0,0,0,1
"1475",2006,"HS",76,73932,39560,1,1,0
"1476",2008,"HS",76,113754,0,1,1,1
"1477",2010,"HS",76,75357,0,0,0,1
"1478",2012,"HS",76,0,88295,0,0,-1
"1479",2014,"HS",76,0,69829,1,-1,-2
"1480",1974,"HS",77,55921,0,1,1,1
"1481",1978,"HS",77,33634,67982,1,-1,0
"1482",1982,"HS",77,0,88315,1,-1,-1
"1483",1984,"HS",77,0,108742,1,-1,-1
"1484",1986,"HS",77,23373,66369,1,-1,0
"1485",1988,"HS",77,0,82428,0,0,-1
"1486",1994,"HS",77,42389,53442,1,1,0
"1487",1996,"HS",77,48714,0,0,0,1
"1488",1998,"HS",77,37962,0,0,0,1
"1489",2000,"HS",77,52554,0,0,0,1
"1490",2002,"HS",77,0,70315,1,-1,-1
"1491",2004,"HS",77,0,106827,1,-1,-1
"1492",2006,"HS",77,0,69436,0,0,-1
"1493",2008,"HS",77,0,92621,1,-1,-1
"1494",2010,"HS",77,0,82909,0,0,-1
"1495",2012,"HS",77,75824,114314,0,0,0
"1496",1974,"HS",78,0,28980,0,0,-1
"1497",1976,"HS",78,0,46374,0,0,-1
"1498",1980,"HS",78,60871,47827,1,1,0
"1499",1982,"HS",78,60494,0,0,0,1
"1500",1984,"HS",78,83193,0,1,1,1
"1501",1988,"HS",78,78606,0,1,1,1
"1502",1990,"HS",78,0,40561,0,0,-1
"1503",1994,"HS",78,63557,0,1,1,1
"1504",1996,"HS",78,69587,65440,0,0,0
"1505",1998,"HS",78,65566,44484,1,1,0
"1506",2000,"HS",78,79764,54700,1,1,0
"1507",2002,"HS",78,44247,0,0,0,1
"1508",2004,"HS",78,74888,0,0,0,1
"1509",2006,"HS",78,46846,0,0,0,1
"1510",2014,"HS",78,118146,75488,1,1,0
"1511",1974,"HS",79,32547,0,1,1,1
"1512",1976,"HS",79,43358,0,1,1,1
"1513",1980,"HS",79,42884,26169,1,1,0
"1514",1982,"HS",79,44373,19562,1,1,0
"1515",1984,"HS",79,0,23420,0,0,-1
"1516",1988,"HS",79,0,21566,0,0,-1
"1517",1990,"HS",79,31538,0,1,1,1
"1518",1994,"HS",79,0,14601,0,0,-1
"1519",1996,"HS",79,48509,19338,1,1,0
"1520",1998,"HS",79,39636,12226,1,1,0
"1521",2000,"HS",79,0,13708,0,0,-1
"1522",2002,"HS",79,0,17195,0,0,-1
"1523",2004,"HS",79,78565,0,1,1,1
"1524",2006,"HS",79,39437,23395,0,0,0
"1525",2014,"HS",79,35886,0,1,1,1
"1526",1974,"HS",80,0,15547,0,0,-1
"1527",1976,"HS",80,64733,22606,1,1,0
"1528",1980,"HS",80,62579,37179,1,1,0
"1529",1982,"HS",80,52630,47136,0,0,0
"1530",1984,"HS",80,66318,0,1,1,1
"1531",1986,"HS",80,39806,0,1,1,1
"1532",1988,"HS",80,49803,0,1,1,1
"1533",1990,"HS",80,36146,21884,1,1,0
"1534",1992,"HS",80,56760,0,0,0,1
"1535",1994,"HS",80,41671,53794,1,1,0
"1536",1996,"HS",80,0,61864,1,-1,-1
"1537",1998,"HS",80,0,52823,1,-1,-1
"1538",2000,"HS",80,53849,0,0,0,1
"1539",2002,"HS",80,33757,36254,0,0,0
"1540",2014,"HS",80,43362,0,0,0,1
